customer_id,Name,email,Country,Gender,Age,Booking_Date,Check_In,Check_Out,Num_Guests,Guest_Type,Meal_Type,Room_Type,Market_Segment,Deposit_Type,Customer_Type,Previous_Cancellations,Total_Nights,ADR,Total_Revenue,Lead_Time,Parking_Space,Special_Requests,Booking_Status,Rating,Review_Score,Loyalty_Points,Is_Repeated_Guest,Previous_Bookings_Not_Canceled,Agent_ID,Company_ID
CUST_1772,Tyler Reynolds,martinmatthew@example.net,USA,Male,75.0,2023-09-15,2023-09-16,2023-09-17,5.0,couple,HB,L,Aviation,Refundable,transient-party,1,-3.0,0.0,147,172,N,1,Pending,7,9.0,2000.0,1.0,3,A_001,C_101
CUST_1773,Shannon Rogers,timothymiddleton@example.net,Brazil,male,32.0,2023-09-16,2023-09-17,2023-09-18,2.0,Adults,Half Board,E,direct,No Deposit,transient-party,0,0.0,120.0,605,61,Y,,check-out,poor,10.0,0.0,0.0,3,A_022,C_102
CUST_1774,Annette Pena,anthony66@example.org,United Kingdom,female,79.0,2023-09-16,2023-09-17,2023-09-18,1.0,Couple,Undefined,E,ONLINE TA,refundable,transient-party,4,0.0,0.0,754,294,no,,No-Show,2,10.0,100.0,0.0,0,A_031,C_101
CUST_1775,Raymond Curry,mlewis@example.net,Germany,female,87.0,2023-09-16,2023-09-17,2023-09-18,1.0,adults,fb,L,ONLINE,Refundable,Transient-Party,2,5.0,120.0,345,48,No,3,check-out,excellent,9.0,100.0,0.0,1,A_026,Unknown
CUST_1776,Kevin Lee,vayala@example.net,DEU,,48.0,2023-09-16,2023-09-17,2023-09-18,5.0,Children,BB,d,ONLINE,refundable,Transient,0,14.0,150.0,1322,343,Y,3,Confirmed,2,,100.0,0.0,0,A_039,N/A
CUST_1777,Melissa White,cherryjulie@example.net,DEU,FEMALE,49.0,2023-09-16,2023-09-17,2023-09-18,1.0,adults,fb,A,direct,Refundable,Group,2,1.0,120.0,420,416,2,Multiple,PendingCXL,excellent,8.0,50.0,0.0,1,,C_104
CUST_1778,Megan Decker,dgrant@example.com,Italy,Non-Binary,45.0,2023-09-16,2023-09-17,2023-09-18,3.0,transient,Bed & Breakfast,D,Complementary,No deposit,transient-party,2,10.0,5000.0,917,378,Y,4,check-out,7,6.0,50.0,0.0,1,A_050,C_102
CUST_1779,Brent Garcia,dawn30@example.org,Germany,Female,39.0,2023-09-16,2023-09-17,2023-09-18,4.0,Couple,,E,groups,refundable,group,0,2.0,0.0,963,415,yes,0,PendingCXL,2,2.0,,,1,A_007,
CUST_1780,Colleen Campbell,klopez@example.com,Portuagal,,29.0,2023-09-17,2023-09-18,2023-09-19,1.0,Family,,f,direct,Non-Refund,Contract,4,,250.0,926,303,Yes,Multiple,no-show,4,10.0,50.0,0.0,1,,C_105
CUST_1781,Alexander Davis,huertasarah@example.net,United Kingdom,FEMALE,31.0,2023-09-17,2023-09-18,2023-09-19,0.0,couple,sc,p,online ta,refundable,Transient-Party,1,300.0,0.0,1319,113,Y,Multiple,Check-Out,good,,0.0,0.0,0,A_024,C_101
CUST_1782,Matthew Houston,robert05@example.com,,MALE,73.0,2023-09-17,2023-09-18,2023-09-19,4.0,Adults,hb,D,Online TA,non refundable,transient,999,1.0,50.0,1081,426,,3,Confirmed,9,10.0,200.0,0.0,1,A_001,C_104
CUST_1783,Mark Erickson,andersoncody@example.net,Germany,FEMALE,21.0,2023-09-17,2023-09-18,2023-09-19,0.0,Single,SC,C,offline ta/to,non refundable,Group,0,10.0,150.0,1111,475,0,1,No-Show,excellent,6.0,0.0,0.0,3,A_007,C_105
CUST_1784,Scott Anderson,watkinsthomas@example.net,United Kingdom,male,38.0,2023-09-17,2023-09-18,2023-09-19,5.0,Children,,E,direct,no deposit,Transient,0,0.0,200.0,1379,295,no,None,No-Show,7,8.0,,0.0,0,A_014,C_102
CUST_1785,Stephanie Knight,david05@example.org,,M,59.0,2023-09-17,2023-09-18,2023-09-19,5.0,Children,HB,a,Online TA,No deposit,Contract,2,1.0,120.0,1317,210,,4,check-out,4,8.0,100.0,0.0,0,A_040,C_104
CUST_1786,Dr. Melissa King,amanda64@example.org,Argentina,MALE,67.0,2023-09-18,2023-09-19,2023-09-20,0.0,Children,BB,E,Groups,non refundable,Transient,1,2.0,5000.0,981,272,N,,Pending,excellent,10.0,,1.0,3,A_035,C_105
CUST_1787,Timothy Fowler,brownkevin@example.org,Italy,MALE,53.0,2023-09-18,2023-09-19,2023-09-20,1.0,family,hb,d,groups,Non Refund,group,5,,0.0,1257,224,Y,2,Confirmed,4,8.0,500.0,,1,A_049,C_101
CUST_1788,Destiny Simmons,lisa24@example.com,Portuagal,M,46.0,2023-09-18,2023-09-19,2023-09-20,0.0,group,HB,D,offline ta/to,Refundable,Group,1,0.0,100.0,1159,41,0,None,Check-Out,4,8.0,100.0,0.0,3,A_024,N/A
CUST_1789,Patricia Morris,hzavala@example.com,UNITED KINGDOM,Other,50.0,2023-09-18,2023-09-19,2023-09-20,1.0,family,,h,groups,no deposit,Transient-Party,3,14.0,200.0,1124,256,yes,3,no-show,5,,50.0,1.0,1,A_024,C_104
CUST_1790,Angela Waters,jimenezjoanna@example.com,UNK,,78.0,2023-09-18,2023-09-19,2023-09-20,0.0,single,SC,g,Corporate,Non-Refund,transient-party,0,2.0,100.0,994,221,No,2,Canceled,6,,500.0,0.0,2,N/A,Unknown
CUST_1791,Faith Brown,johnsonjustin@example.org,,,33.0,2023-09-18,2023-09-19,2023-09-20,2.0,single,,H,Aviation,no deposit,,2,2.0,-50.0,1013,407,N,0,confirmed,7,,100.0,0.0,0,A_016,C_102
CUST_1792,Deborah Alexander,kanesarah@example.net,USA,,35.0,2023-09-18,2023-09-19,2023-09-20,3.0,Couple,Bed & Breakfast,p,Aviation,non refundable,Transient-Party,999,1.0,300.0,727,338,2,None,canceled,good,9.0,,0.0,3,A_011,C_104
CUST_1793,Timothy Bishop,coxcody@example.com,Canada,F,86.0,2023-09-19,2023-09-20,2023-09-21,4.0,couple,Full Board,L,offline ta/to,No Deposit,transient-party,999,4.0,-50.0,650,252,0,,Pending,3,7.0,100.0,0.0,3,A_014,C_101
CUST_1794,Johnathan Thomas,lucas12@example.net,France,male,80.0,2023-09-19,2023-09-20,2023-09-21,4.0,group,Full Board,h,,Refundable,Contract,0,-3.0,120.0,620,39,,0,Canceled,4,8.0,1000.0,0.0,0,A_031,C_101
CUST_1795,Daniel Schneider,brandimiller@example.org,,FEMALE,29.0,2023-09-19,2023-09-20,2023-09-21,0.0,Single,Undefined,,Complementary,Refundable,Transient-Party,3,5.0,,724,247,NA,Multiple,Pending,1,,50.0,0.0,2,A_024,C_104
CUST_1796,Michelle Garcia,larry88@example.org,,Non-Binary,60.0,2023-09-19,2023-09-20,2023-09-21,2.0,Group,,G,offline ta/to,Non Refund,contract,0,14.0,300.0,1100,3,no,1,confirmed,4,,50.0,0.0,1,A_001,C_102
CUST_1797,Kenneth King,rebecca41@example.com,UNK,,46.0,2023-09-19,2023-09-20,2023-09-21,1.0,group,Half Board,D,Direct,refundable,Transient,0,2.0,120.0,578,274,Y,4,Canceled,2,9.0,,,1,A_033,C_101
CUST_1798,Steven Hernandez,collinsnatalie@example.org,spain,Female,26.0,2023-09-19,2023-09-20,2023-09-21,5.0,children,,e,Aviation,non refundable,contract,999,7.0,120.0,975,5,N,4,check-out,3,,0.0,0.0,1,A_049,C_104
CUST_1799,Tasha Ortega,joseph02@example.org,spain,Other,61.0,2023-09-19,2023-09-20,2023-09-21,5.0,Couple,Bed & Breakfast,P,,non refundable,contract,3,10.0,,653,328,2,Multiple,check-out,,,50.0,0.0,3,A_014,C_101
CUST_1800,Michael Conway,rushbrianna@example.org,,MALE,66.0,2023-09-20,2023-09-21,2023-09-22,5.0,Children,Undefined,C,complementary,no deposit,contract,2,14.0,80.0,191,159,no,4,Canceled,,,100.0,0.0,3,A_040,C_104
CUST_1801,Jose Case,zwilliams@example.com,Brazil,Female,66.0,2023-09-20,2023-09-21,2023-09-22,5.0,single,bb,C,direct,Refundable,transient-party,5,7.0,120.0,532,312,2,1,Canceled,2,10.0,,0.0,3,,C_104
CUST_1802,Jeffrey Anthony,qweaver@example.org,united states,Male,89.0,2023-09-20,2023-09-21,2023-09-22,4.0,Couple,fb,A,direct,Non Refund,contract,0,10.0,120.0,618,485,,Multiple,no-show,2,9.0,1000.0,0.0,3,A_016,C_104
CUST_1803,Rachel Fernandez,christopherjackson@example.net,UNK,MALE,73.0,2023-09-20,2023-09-21,2023-09-22,3.0,single,BB,l,direct,No Deposit,Contract,3,10.0,50.0,58,75,1,1,Pending,poor,,200.0,0.0,3,,C_102
CUST_1804,Tiffany Meyers,mccoyandre@example.org,Germany,male,47.0,2023-09-20,2023-09-21,2023-09-22,1.0,Couple,,h,Aviation,No Deposit,contract,1,7.0,300.0,286,305,yes,2,No-Show,2,3.0,100.0,0.0,0,A_030,C_104
CUST_1805,Keith Donovan,garybernard@example.net,DEU,MALE,46.0,2023-09-20,2023-09-21,2023-09-22,1.0,single,Half Board,,Direct,no deposit,transient-party,3,1.0,120.0,1300,435,no,4,Check-Out,5,4.0,,0.0,3,A_021,C_102
CUST_1806,Melanie Morales,veronicasmith@example.net,Italy,M,51.0,2023-09-20,2023-09-21,2023-09-22,4.0,Children,,a,Aviation,No deposit,transient,0,300.0,150.0,328,104,2,1,confirmed,8,9.0,,0.0,0,A_011,C_101
CUST_1807,Tyler Davis,barbara37@example.net,UNK,Non-Binary,32.0,2023-09-21,2023-09-22,2023-09-23,3.0,Couple,Bed & Breakfast,f,direct,Non Refund,Contract,2,7.0,200.0,1240,362,N,4,no-show,1,8.0,100.0,0.0,0,Unknown,Unknown
CUST_2319,Krystal Mccullough,hansonbryan@example.com,Brazil,M,83.0,2023-12-04,2023-12-05,2023-12-06,1.0,Family,sc,G,Offline TA/TO,No Deposit,Group,0,7.0,80.0,635,405,yes,2,No-Show,3,5.0,500.0,0.0,2,A_011,C_101
CUST_1809,Randall Holland,hlee@example.com,Argentina,Other,29.0,2023-09-21,2023-09-22,2023-09-23,2.0,family,SC,,groups,Refundable,transient,0,-3.0,5000.0,486,384,2,None,No-Show,4,,500.0,0.0,1,A_010,
CUST_1810,Andrew Cruz,derek96@example.net,Italy,M,32.0,2023-09-21,2023-09-22,2023-09-23,2.0,Children,sc,h,Online TA,Refundable,Transient,4,-3.0,5000.0,901,427,no,2,no-show,1,,200.0,0.0,0,A_044,C_101
CUST_1811,Melissa Mosley,joseph91@example.net,Australia,F,29.0,2023-09-21,2023-09-22,2023-09-23,4.0,family,,,offline ta/to,Refundable,Transient-Party,0,10.0,120.0,56,485,no,1,no-show,1,8.0,50.0,0.0,1,A_046,Unknown
CUST_1812,Ian Miller,mscott@example.com,france,M,61.0,2023-09-21,2023-09-22,2023-09-23,4.0,single,Undefined,f,Corporate,no deposit,group,5,1.0,50.0,1465,490,N,Multiple,Canceled,N/A,9.0,1000.0,0.0,0,A_015,C_103
CUST_1813,Nicolas Taylor,levinerichard@example.org,UNK,MALE,42.0,2023-09-21,2023-09-22,2023-09-23,1.0,Adults,,g,offline ta/to,Non Refund,Group,0,300.0,100.0,722,435,1,,PendingCXL,5,2.0,,0.0,0,A_010,C_101
CUST_1814,Michelle Watkins,hayley92@example.net,,male,32.0,2023-09-22,2023-09-23,2023-09-24,0.0,family,,G,Aviation,Refundable,Contract,2,2.0,120.0,1283,285,1,,Confirmed,,,500.0,0.0,0,A_018,C_101
CUST_1815,Amy Fernandez,coffeyjohn@example.net,France,Non-Binary,65.0,2023-09-22,2023-09-23,2023-09-24,3.0,Single,FB,G,offline ta/to,Refundable,transient-party,2,,250.0,940,464,NA,,Pending,5,,2000.0,0.0,2,A_016,C_102
CUST_1816,Joseph Flowers,halljohn@example.org,Brazil,FEMALE,34.0,2023-09-22,2023-09-23,2023-09-24,3.0,family,,e,offline ta/to,Non Refund,transient,0,14.0,150.0,422,366,N,1,Pending,2,,0.0,0.0,2,A_017,C_101
CUST_1817,Whitney Johnson,suttondean@example.org,UNITED KINGDOM,Male,58.0,2023-09-22,2023-09-23,2023-09-24,5.0,Transient,SC,A,offline ta/to,No deposit,group,999,300.0,80.0,1474,488,NA,None,PendingCXL,1,3.0,200.0,0.0,2,A_045,C_104
CUST_1818,Richard Williams,susan90@example.net,UNITED KINGDOM,male,66.0,2023-09-22,2023-09-23,2023-09-24,3.0,transient,fb,c,ONLINE,refundable,Group,1,5.0,,979,400,0,,Confirmed,10,9.0,,,1,,C_105
CUST_1819,Robert Contreras,jennifergreer@example.org,Germany,Other,18.0,2023-09-22,2023-09-23,2023-09-24,0.0,Couple,,E,corporate,Non-Refund,Group,1,5.0,100.0,731,433,1,4,Check-Out,2,8.0,50.0,1.0,NA,A_007,C_101
CUST_1820,Megan Sawyer,nrodriguez@example.com,,male,57.0,2023-09-22,2023-09-23,2023-09-24,4.0,adults,hb,l,direct,Non-Refund,transient-party,0,0.0,150.0,1408,479,0,2,check-out,6,5.0,100.0,0.0,0,A_048,C_101
CUST_1821,Kerry Buckley,dylanwong@example.org,USA,FEMALE,25.0,2023-09-23,2023-09-24,2023-09-25,0.0,single,Full Board,l,Offline TA/TO,no deposit,Contract,0,300.0,300.0,181,187,yes,1,Check-Out,1,1.0,100.0,0.0,2,A_014,C_103
CUST_1822,Charles Valdez,mark66@example.net,Portugal,Non-Binary,86.0,2023-09-23,2023-09-24,2023-09-25,1.0,group,bb,f,online ta,non refundable,group,1,3.0,150.0,1480,8,Yes,3,Confirmed,good,,1000.0,0.0,2,A_037,C_105
CUST_1823,Thomas Williams,scott32@example.org,Portuagal,,42.0,2023-09-23,2023-09-24,2023-09-25,4.0,children,fb,D,offline ta/to,Non-Refund,Group,0,4.0,50.0,1240,251,N,0,Pending,N/A,8.0,200.0,,1,A_023,C_101
CUST_1824,Carlos Jackson,qgomez@example.net,Portuagal,F,67.0,2023-09-23,2023-09-24,2023-09-25,2.0,Children,hb,H,corporate,non refundable,transient-party,3,5.0,5000.0,477,470,0,1,no-show,fair,9.0,100.0,,0,N/A,C_101
CUST_1825,Eric Leon,tracyavery@example.com,united states,Male,72.0,2023-09-23,2023-09-24,2023-09-25,0.0,family,Bed & Breakfast,,corporate,non refundable,Transient-Party,1,4.0,,564,466,yes,2,confirmed,excellent,8.0,,0.0,0,A_048,C_104
CUST_1079,Jonathan Dillon,tiffany62@example.org,Argentina,,42.0,2023-06-07,2023-06-08,2023-06-09,5.0,Couple,HB,F,direct,no deposit,transient,3,2.0,50.0,1424,375,no,2,PendingCXL,,1.0,200.0,0.0,1,,C_103
CUST_1827,Brian Crawford,harringtonmartha@example.net,UNK,M,64.0,2023-09-23,2023-09-24,2023-09-25,3.0,children,fb,,online ta,non refundable,group,3,0.0,200.0,560,51,1,2,canceled,3,,,0.0,0,,C_105
CUST_1828,Connie Brock,nwarren@example.com,Spain,,34.0,2023-09-24,2023-09-25,2023-09-26,1.0,family,fb,f,groups,Non Refund,Group,5,300.0,,1106,307,yes,3,Check-Out,1,10.0,2000.0,0.0,2,,C_101
CUST_1829,Robert Hendrix,keithdonald@example.com,Italy,male,84.0,2023-09-24,2023-09-25,2023-09-26,0.0,group,,p,direct,Non Refund,contract,0,10.0,300.0,1284,216,No,1,confirmed,N/A,9.0,,0.0,1,,C_103
CUST_1830,Frederick Daugherty,ronaldsmith@example.net,spain,FEMALE,46.0,2023-09-24,2023-09-25,2023-09-26,4.0,single,Bed & Breakfast,c,Offline TA/TO,refundable,group,3,0.0,100.0,105,42,yes,2,Pending,good,3.0,500.0,0.0,3,A_021,N/A
CUST_1831,Brenda Copeland,willismichael@example.net,,Female,31.0,2023-09-24,2023-09-25,2023-09-26,4.0,Single,Undefined,C,Groups,Non Refund,transient,0,-3.0,50.0,277,78,0,4,PendingCXL,1,,50.0,,NA,A_028,C_101
CUST_1832,Phillip Watkins,shannonbarker@example.com,UNK,male,68.0,2023-09-24,2023-09-25,2023-09-26,2.0,Adults,,E,Online TA,non refundable,Transient-Party,0,,120.0,363,492,NA,Multiple,Confirmed,1,8.0,,0.0,2,A_011,C_104
CUST_1833,Bryan Thomas,rstuart@example.org,United Kingdom,,19.0,2023-09-24,2023-09-25,2023-09-26,0.0,group,SC,L,Groups,Non Refund,contract,0,1.0,120.0,620,302,1,4,check-out,excellent,7.0,50.0,0.0,1,A_036,C_101
CUST_1834,Michael Tran,iwalker@example.org,brazil,M,,2023-09-24,2023-09-25,2023-09-26,1.0,Transient,HB,L,groups,non refundable,Contract,1,5.0,200.0,1131,112,no,0,Check-Out,5,9.0,100.0,,0,A_001,C_102
CUST_1835,Timothy Williams,deannacruz@example.net,Portuagal,FEMALE,76.0,2023-09-25,2023-09-26,2023-09-27,2.0,family,Bed & Breakfast,L,,Refundable,Group,0,,50.0,636,106,,1,check-out,5,10.0,50.0,,1,A_032,C_101
CUST_1836,Ryan Salazar,danielgriffith@example.net,Spain,F,58.0,2023-09-25,2023-09-26,2023-09-27,2.0,Adults,HB,h,Aviation,No deposit,group,0,1.0,200.0,653,416,0,0,No-Show,7,8.0,,0.0,0,A_013,C_101
CUST_1837,Alexis Tucker,hannah48@example.com,France,Male,36.0,2023-09-25,2023-09-26,2023-09-27,3.0,single,BB,P,Direct,Refundable,Contract,0,300.0,80.0,1030,71,0,2,Check-Out,1,,100.0,0.0,2,A_015,C_101
CUST_1838,Christopher Davis,ksmith@example.org,spain,Female,55.0,2023-09-25,2023-09-26,2023-09-27,5.0,children,BB,E,Groups,Non-Refund,group,0,7.0,250.0,1287,38,Yes,None,No-Show,,4.0,1000.0,0.0,2,A_024,C_101
CUST_1839,Stacie Butler,rachelking@example.org,Germany,male,46.0,2023-09-25,2023-09-26,2023-09-27,2.0,Family,Bed & Breakfast,G,online ta,non refundable,group,1,10.0,,546,390,2,2,no-show,excellent,10.0,50.0,0.0,0,A_002,C_101
CUST_1840,Raymond Schwartz,courtneymadden@example.org,UNK,FEMALE,81.0,2023-09-25,2023-09-26,2023-09-27,0.0,Group,BB,d,ONLINE TA,Refundable,Group,0,10.0,100.0,914,99,,1,no-show,10,,0.0,,2,A_001,C_101
CUST_1841,Margaret Mills,susanmurphy@example.net,brazil,Female,76.0,2023-09-26,2023-09-27,2023-09-28,1.0,couple,BB,e,Offline TA/TO,non refundable,Group,2,0.0,120.0,1420,143,N,4,Pending,2,5.0,50.0,,0,A_027,N/A
CUST_1842,Todd Bishop,abradley@example.com,USA,Other,36.0,2023-09-26,2023-09-27,2023-09-28,2.0,single,Undefined,H,direct,Refundable,group,0,4.0,,765,295,no,,no-show,,5.0,,0.0,1,A_046,C_101
CUST_1843,Christopher Porter,jacoboconnor@example.net,united states,female,54.0,2023-09-26,2023-09-27,2023-09-28,0.0,couple,,L,online ta,Refundable,transient-party,1,,200.0,883,180,2,None,Canceled,N/A,6.0,500.0,0.0,1,A_017,
CUST_1844,Mark Patton,zking@example.com,Portuagal,Other,36.0,2023-09-26,2023-09-27,2023-09-28,4.0,Adults,Undefined,e,ONLINE,Refundable,contract,5,7.0,80.0,293,83,NA,4,PendingCXL,5,8.0,500.0,0.0,0,A_001,
CUST_1845,Aaron Young,courtneysantiago@example.net,united states,FEMALE,22.0,2023-09-26,2023-09-27,2023-09-28,4.0,children,fb,f,,No Deposit,contract,999,5.0,50.0,193,492,0,,Confirmed,2,10.0,100.0,,3,A_045,C_102
CUST_1846,Joseph Davis,cody79@example.org,Japan,Other,,2023-09-26,2023-09-27,2023-09-28,1.0,Adults,hb,F,Online TA,non refundable,transient,1,1.0,300.0,787,69,Y,Multiple,canceled,excellent,2.0,,0.0,1,A_021,C_105
CUST_1847,Paige Fernandez,markhodge@example.com,United Kingdom,MALE,57.0,2023-09-26,2023-09-27,2023-09-28,4.0,Adults,Full Board,h,complementary,No Deposit,group,999,3.0,,888,21,no,Multiple,PendingCXL,1,,200.0,0.0,NA,A_050,C_101
CUST_1848,Patricia Hopkins,iblake@example.com,Portuagal,male,82.0,2023-09-27,2023-09-28,2023-09-29,4.0,transient,Bed & Breakfast,c,direct,Non-Refund,Transient-Party,2,5.0,200.0,1185,288,no,,no-show,5,,100.0,0.0,1,,C_104
CUST_1849,Cheryl Hogan,jperez@example.org,united states,FEMALE,33.0,2023-09-27,2023-09-28,2023-09-29,4.0,couple,FB,E,,No Deposit,Group,2,3.0,,873,446,NA,2,Confirmed,10,10.0,500.0,0.0,0,A_047,C_105
CUST_1850,Tracy Wells,garciapaula@example.org,Brazil,Female,53.0,2023-09-27,2023-09-28,2023-09-29,2.0,Children,HB,h,Direct,non refundable,transient,5,-3.0,200.0,328,482,,0,No-Show,4,8.0,100.0,0.0,0,A_034,C_103
CUST_1851,Meagan Williams,ndelacruz@example.com,spain,,79.0,2023-09-27,2023-09-28,2023-09-29,3.0,Group,BB,A,Online TA,refundable,Contract,999,,,1494,440,,3,confirmed,1,3.0,200.0,0.0,3,A_003,C_102
CUST_1852,Dominique Hamilton,vnichols@example.org,UNITED KINGDOM,Non-Binary,45.0,2023-09-27,2023-09-28,2023-09-29,4.0,Adults,bb,L,Offline TA/TO,Refundable,transient-party,1,2.0,300.0,320,395,,3,confirmed,10,10.0,100.0,,1,A_020,C_102
CUST_1853,Renee Chang,beckertheresa@example.com,Japan,Other,81.0,2023-09-27,2023-09-28,2023-09-29,0.0,children,,H,Direct,refundable,transient-party,4,14.0,50.0,1486,413,,None,no-show,3,10.0,,,1,,C_105
CUST_1854,Patrick Buckley,jeffreylewis@example.com,DEU,Male,55.0,2023-09-27,2023-09-28,2023-09-29,4.0,couple,Half Board,F,Aviation,Refundable,Contract,0,-3.0,0.0,541,135,0,,Canceled,2,10.0,2000.0,0.0,NA,A_034,Unknown
CUST_1855,Richard Washington,johnsonalexander@example.net,DEU,male,66.0,2023-09-28,2023-09-29,2023-09-30,5.0,couple,SC,E,ONLINE,Refundable,Contract,1,0.0,150.0,177,21,1,2,check-out,2,10.0,100.0,0.0,1,,C_101
CUST_1856,Steven Griffith,rmartinez@example.net,Spain,M,25.0,2023-09-28,2023-09-29,2023-09-30,0.0,Adults,hb,H,complementary,refundable,contract,0,3.0,5000.0,1003,340,No,1,No-Show,5,2.0,100.0,0.0,0,,C_101
CUST_1857,Gabriel Gonzalez,forozco@example.com,united states,Other,60.0,2023-09-28,2023-09-29,2023-09-30,4.0,children,Full Board,A,groups,refundable,Contract,5,7.0,50.0,107,26,no,2,canceled,10,9.0,0.0,0.0,0,A_019,C_101
CUST_1858,Erika Maxwell,cheryldavis@example.com,Germany,Male,37.0,2023-09-28,2023-09-29,2023-09-30,3.0,single,bb,f,Groups,Refundable,Transient-Party,5,14.0,150.0,1396,483,yes,,PendingCXL,poor,6.0,100.0,0.0,0,,C_103
CUST_1859,Brent Rojas,bradleybarker@example.net,Argentina,M,44.0,2023-09-28,2023-09-29,2023-09-30,2.0,Couple,HB,,online ta,no deposit,Contract,0,2.0,100.0,907,423,,,No-Show,8,10.0,100.0,,1,A_031,C_105
CUST_1860,James Walker,dianedominguez@example.org,spain,female,46.0,2023-09-28,2023-09-29,2023-09-30,5.0,group,Undefined,P,ONLINE TA,non refundable,contract,4,5.0,100.0,736,109,2,None,no-show,4,9.0,0.0,0.0,0,A_001,C_101
CUST_1861,John Zamora,nmontoya@example.com,Brazil,FEMALE,,2023-09-28,2023-09-29,2023-09-30,0.0,Family,hb,g,corporate,no deposit,group,0,1.0,,1306,244,N,,canceled,3,9.0,,0.0,1,A_044,C_103
CUST_1862,Timothy Gibson,craig89@example.org,France,,40.0,2023-09-29,2023-09-30,2023-10-01,0.0,single,Half Board,P,offline ta/to,non refundable,contract,0,3.0,5000.0,566,446,NA,4,confirmed,3,8.0,100.0,,1,A_035,C_101
CUST_1863,Brandy Cortez,aaron55@example.com,Canada,female,80.0,2023-09-29,2023-09-30,2023-10-01,2.0,Single,BB,p,direct,Non Refund,Group,0,7.0,5000.0,1111,346,2,0,Canceled,1,,,,1,A_011,C_105
CUST_1864,William Harris,anthonydavis@example.net,UNK,M,,2023-09-29,2023-09-30,2023-10-01,3.0,Group,Undefined,d,offline ta/to,refundable,contract,0,1.0,150.0,111,37,1,None,canceled,excellent,7.0,100.0,0.0,3,A_034,C_101
CUST_1865,Melissa Brown,contrerasjames@example.org,brazil,Male,56.0,2023-09-29,2023-09-30,2023-10-01,2.0,couple,BB,G,ONLINE TA,Refundable,Contract,2,300.0,200.0,697,479,1,4,confirmed,4,10.0,0.0,0.0,1,A_025,C_101
CUST_1866,Sarah Ellis,joanoconnor@example.org,united states,,38.0,2023-09-29,2023-09-30,2023-10-01,1.0,single,HB,h,,Non-Refund,Transient-Party,3,4.0,250.0,525,475,yes,0,check-out,4,10.0,200.0,0.0,1,A_012,
CUST_1867,Gwendolyn Tanner,jamesphillips@example.org,Argentina,,20.0,2023-09-29,2023-09-30,2023-10-01,2.0,single,Undefined,l,Direct,refundable,Transient,0,-3.0,150.0,259,241,Y,Multiple,no-show,4,,,0.0,1,A_024,Unknown
CUST_1868,Rachel Little,iperez@example.org,Portugal,MALE,88.0,2023-09-29,2023-09-30,2023-10-01,0.0,Family,FB,c,Aviation,Refundable,Transient,4,7.0,80.0,825,253,N,1,confirmed,3,,50.0,0.0,0,A_048,C_105
CUST_1869,Carolyn Cordova,swansonjennifer@example.com,USA,female,68.0,2023-09-30,2023-10-01,2023-10-02,1.0,Family,Undefined,e,Online TA,Refundable,Group,5,14.0,,121,185,no,2,Confirmed,1,,0.0,0.0,1,A_023,C_103
CUST_1870,Angelica Vincent,mary62@example.net,,Male,61.0,2023-09-30,2023-10-01,2023-10-02,1.0,Couple,fb,f,Complementary,Refundable,Contract,3,10.0,0.0,318,267,no,4,confirmed,N/A,9.0,0.0,,0,A_034,C_101
CUST_1871,Zachary Vargas,basserik@example.com,DEU,male,72.0,2023-09-30,2023-10-01,2023-10-02,4.0,group,SC,,Offline TA/TO,non refundable,Transient-Party,2,3.0,0.0,1497,284,yes,Multiple,no-show,2,10.0,0.0,0.0,0,A_029,
CUST_1872,Douglas Blair,jacksonaustin@example.org,Portuagal,male,78.0,2023-09-30,2023-10-01,2023-10-02,5.0,Transient,HB,L,offline ta/to,refundable,transient,3,10.0,100.0,317,178,N,4,canceled,N/A,1.0,,0.0,2,A_048,C_101
CUST_1873,Danielle Murphy,wrodriguez@example.org,Spain,Non-Binary,62.0,2023-09-30,2023-10-01,2023-10-02,2.0,children,Half Board,L,ONLINE TA,Refundable,transient,1,5.0,200.0,970,197,No,1,canceled,3,6.0,,0.0,0,A_012,C_102
CUST_1874,Steven Vargas,charlesperry@example.com,Portuagal,Female,68.0,2023-09-30,2023-10-01,2023-10-02,5.0,Adults,Full Board,h,,no deposit,Transient,999,-3.0,200.0,1351,79,N,Multiple,Pending,4,10.0,50.0,0.0,2,A_037,C_101
CUST_1875,Laura Smith,hollymartin@example.net,USA,Non-Binary,68.0,2023-09-30,2023-10-01,2023-10-02,0.0,Couple,Half Board,E,,refundable,Contract,1,2.0,80.0,663,366,0,2,Pending,3,9.0,100.0,1.0,3,A_013,C_101
CUST_1876,Andrew Ruiz DDS,olivia29@example.net,UNITED KINGDOM,,27.0,2023-10-01,2023-10-02,2023-10-03,1.0,transient,,c,ONLINE,refundable,Transient-Party,1,300.0,100.0,544,229,,2,Confirmed,8,7.0,100.0,0.0,2,A_001,C_104
CUST_1877,Joseph Mendoza,stephaniecoleman@example.net,,M,85.0,2023-10-01,2023-10-02,2023-10-03,3.0,single,,a,direct,no deposit,group,0,10.0,200.0,558,130,,,confirmed,N/A,7.0,50.0,0.0,0,A_047,C_101
CUST_1878,Samantha Chavez,qramirez@example.net,,Female,,2023-10-01,2023-10-02,2023-10-03,0.0,Group,FB,a,Groups,No Deposit,transient,0,4.0,120.0,158,276,Yes,,Confirmed,10,6.0,500.0,0.0,3,A_048,C_104
