Order ID,Order Date,Ship Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-51213,2021-06-16,2021-06-18,Kimberly Wilson,Consumer,South,North Carolina,Technology,Chairs,3294.17,9,0.26,672.13
ORD-36593,2023-01-03,2023-01-14,Thomas Wilson,Home Office,West,Washington,Furniture,Bookcases,575.45,9,0.37,-21.96
ORD-66456,2020-06-26,2020-06-27,Sarah Lee,Consumer,East,Maryland,Office Supplies,Envelopes,3996.77,9,,400.45
ORD-95435,2020-06-11,2020-06-23,Joseph Lee,Corporate,South,North Carolina,Furniture,Furnishings,1232.46,6,0.0,77.73
ORD-20112,2020-10-31,2020-11-14,Emily Sanchez,Corporate,West,Arizona,Office Supplies,Binders,2058.94,7,0.04,121.61
ORD-20955,2020-01-14,2020-01-15,Emily Ramirez,Home Office,North,Michigan,Office Supplies,Art,2407.0,6,0.15,
ORD-42586,2020-03-20,2020-03-21,David Lee,Consumer,West,Colorado,Office Supplies,Envelopes,2214.3,8,0.36,-5.26
ORD-30482,2020-01-09,2020-01-20,Andrew Taylor,Corporate,South,Florida,Office Supplies,Labels,2186.03,8,0.34,-200.08
ORD-35990,2020-11-19,2020-11-21,Michael Johnson,Corporate,West,Arizona,Office Supplies,Labels,2101.25,8,0.03,455.88
ORD-18614,2020-08-29,2020-09-12,James Lee,Corporate,North,Pennsylvania,Technology,Accessories,1170.3,3,0.18,177.64
ORD-33087,2020-10-29,2020-11-06,Karen Harris,Corporate,East,Connecticut,Office Supplies,Labels,2670.45,7,0.17,583.3
ORD-56678,2020-05-04,2020-05-18,Thomas Williams,Corporate,South,Georgia,Office Supplies,Envelopes,17.29,2,0.5,-0.41
ORD-85106,2021-12-22,2021-12-26,Kimberly Thomas,Home Office,West,Arizona,Office Supplies,Labels,1607.04,6,0.28,104.19
ORD-19142,2023-10-10,2023-10-16,Joseph Johnson,Corporate,South,Virginia,Technology,Chairs,754.08,2,0.2,175.05
ORD-12683,2023-09-11,2023-09-15,Sarah Martinez,Home Office,South,Virginia,Office Supplies,Envelopes,1735.94,5,0.11,510.05
ORD-87744,2023-12-09,2023-12-14,Christopher Lewis,Corporate,West,Colorado,Office Supplies,Envelopes,365.35,1,0.15,61.42
ORD-69561,2020-09-22,2020-09-27,Elizabeth Sanchez,Home Office,West,Arizona,Technology,Machines,3116.21,9,0.11,235.88
ORD-11333,2022-04-19,2022-04-27,Kimberly Martinez,Home Office,North,New York,Furniture,Furnishings,792.21,5,0.49,-59.61
ORD-84700,2021-05-22,2021-05-24,Steven Jones,Corporate,East,Connecticut,Furniture,Tables,1038.02,7,0.18,208.76
ORD-16594,2021-01-03,2021-01-08,Donald Jackson,Home Office,North,New York,Office Supplies,Art,1347.91,10,0.28,
ORD-79309,2021-06-18,2021-06-22,Elizabeth Harris,Corporate,East,Maryland,Office Supplies,Binders,1583.67,4,0.14,188.15
ORD-71262,2023-11-17,2023-11-18,John White,Home Office,North,Michigan,Technology,Chairs,865.4,4,0.3,106.54
ORD-52294,2022-07-10,2022-07-19,Donald Miller,Home Office,East,Massachusetts,Technology,Phones,165.84,2,0.08,34.71
ORD-19354,2021-01-08,2021-01-15,Jennifer Hernandez,Corporate,South,Texas,Technology,Copiers,1100.29,5,0.13,207.3
ORD-86496,2021-03-21,2021-04-03,Nancy Ramirez,Corporate,West,California,Office Supplies,Binders,245.42,1,0.22,70.37
ORD-12616,2023-07-31,2023-08-07,Betty Garcia,Consumer,West,Washington,Furniture,Furnishings,1401.7,5,0.36,44.31
ORD-36497,2020-09-23,2020-09-30,Joshua Taylor,Corporate,West,Washington,Furniture,Furnishings,218.05,1,0.13,37.14
ORD-91462,2023-08-05,2023-08-09,William Thompson,Corporate,West,Nevada,Technology,Accessories,868.41,4,0.31,22.03
ORD-35580,2022-03-07,2022-03-17,Michael Ramirez,Consumer,East,Massachusetts,Office Supplies,Art,876.15,10,0.27,154.85
ORD-57490,2022-07-15,2022-07-27,Elizabeth White,Home Office,South,Virginia,Furniture,Furnishings,2133.55,10,0.01,596.29
ORD-23717,2021-10-08,2021-10-18,Mark Ramirez,Home Office,East,Connecticut,Office Supplies,Art,2594.39,9,0.42,113.27
ORD-57332,2023-08-09,2023-08-15,Mark Jackson,Home Office,South,Florida,Furniture,Chairs,1289.93,4,0.04,271.25
ORD-74894,2021-11-05,2021-11-12,Nancy Lee,Consumer,West,California,Office Supplies,Envelopes,375.06,1,0.07,93.93
ORD-15680,2020-12-17,2020-12-25,Andrew Lopez,Home Office,West,Arizona,Technology,Copiers,2257.91,9,0.34,71.54
ORD-17392,2020-01-11,2020-01-17,Anthony Miller,Consumer,South,Georgia,Furniture,Chairs,15.69,2,,0.55
ORD-75004,2022-02-23,2022-03-05,William Thompson,Consumer,South,Virginia,Office Supplies,Labels,2909.21,8,0.14,425.33
ORD-34550,2021-01-01,2021-01-08,John White,Home Office,West,Arizona,Furniture,Chairs,758.83,6,0.08,188.42
ORD-80655,2022-10-04,2022-10-07,Joshua Miller,Home Office,North,Michigan,Office Supplies,Envelopes,552.7,2,0.16,62.33
ORD-89784,2021-07-02,2021-07-15,Matthew Garcia,Consumer,West,Arizona,Office Supplies,Labels,941.01,5,0.33,-93.21
ORD-85326,2020-10-15,2020-10-28,Joseph Perez,Corporate,West,California,Office Supplies,Envelopes,65.84,7,0.26,10.61
ORD-52007,2023-10-12,2023-10-14,Mary Miller,Home Office,South,Georgia,Furniture,Chairs,298.74,2,0.33,-24.02
ORD-12482,2022-09-03,2022-09-09,Anthony Wilson,Home Office,North,Ohio,Office Supplies,Art,558.83,2,0.31,5.16
ORD-99954,2022-02-09,2022-02-22,Jessica Rodriguez,Consumer,North,Ohio,Furniture,Bookcases,6.5,1,0.38,
ORD-95727,2022-01-31,2022-02-06,Anthony Ramirez,Corporate,West,Arizona,Office Supplies,Art,1345.51,7,0.18,132.06
ORD-28254,2023-04-19,2023-04-30,Lisa Smith,Corporate,West,Arizona,Furniture,Chairs,1611.03,7,0.26,399.65
ORD-29908,2021-05-09,2021-05-13,Linda Martinez,Consumer,East,Maryland,Technology,Chairs,2356.99,8,0.32,60.52
ORD-59179,2021-11-15,2021-11-19,Christopher Garcia,Corporate,South,Texas,Office Supplies,Paper,2998.55,9,0.3,681.68
ORD-19214,2023-07-24,2023-08-07,Andrew Sanchez,Corporate,South,Virginia,Furniture,Chairs,2863.29,7,0.06,
ORD-16616,2022-06-03,2022-06-10,Margaret Ramirez,Consumer,West,Colorado,Furniture,Tables,2268.48,8,0.03,266.09
ORD-25679,2022-07-31,2022-08-11,Richard Brown,Home Office,West,Nevada,Technology,Machines,1062.87,10,0.29,170.9
ORD-84411,2023-06-27,2023-07-04,Donna Wilson,Home Office,North,Illinois,Office Supplies,Art,94.95,2,0.43,2.79
ORD-77013,2021-03-24,2021-03-25,Donald Anderson,Home Office,West,Colorado,Technology,Accessories,3314.93,10,0.27,292.65
ORD-38415,2022-07-21,2022-07-27,Paul Perez,Home Office,West,Colorado,Technology,Machines,801.61,7,0.5,-49.66
ORD-75827,2021-01-18,2021-01-30,John Lewis,Consumer,North,New York,Technology,Machines,2135.19,6,0.13,421.92
ORD-56521,2020-02-02,2020-02-04,Jennifer Williams,Consumer,South,North Carolina,Office Supplies,Paper,1869.69,6,0.19,337.42
ORD-18668,2021-07-21,2021-07-22,Betty Martinez,Home Office,South,Virginia,Furniture,Bookcases,2841.99,10,0.32,61.58
ORD-25600,2023-08-05,2023-08-09,Andrew Rodriguez,Corporate,North,Michigan,Office Supplies,Binders,790.89,3,0.33,-0.71
ORD-58981,2023-03-13,2023-03-20,Joseph Brown,Home Office,South,North Carolina,Technology,Phones,601.79,10,0.03,139.48
ORD-41628,2022-02-19,2022-03-04,Joshua Johnson,Home Office,North,New York,Office Supplies,Envelopes,622.4,5,0.22,124.23
ORD-17862,2021-12-11,2021-12-22,Donna Rodriguez,Home Office,North,Ohio,Furniture,Tables,645.01,3,0.25,47.27
ORD-92047,2020-05-28,2020-06-07,Patricia Smith,Home Office,South,North Carolina,Technology,Copiers,3726.0,10,0.25,1077.95
ORD-16551,2023-08-04,2023-08-11,Margaret Lewis,Home Office,North,Ohio,Office Supplies,Binders,785.88,7,0.44,
ORD-71157,2023-11-03,2023-11-06,Donald Johnson,Home Office,East,Connecticut,Furniture,Furnishings,831.73,9,0.48,-18.44
ORD-55172,2023-02-09,2023-02-12,Ashley Thompson,Corporate,North,Ohio,Technology,Machines,856.44,10,0.49,
ORD-47338,2020-01-14,2020-01-15,John White,Consumer,North,Pennsylvania,Furniture,Bookcases,283.48,9,0.43,-13.57
ORD-83188,2023-05-31,2023-06-07,Sandra Wilson,Consumer,South,Georgia,Technology,Accessories,201.48,5,0.32,-11.97
ORD-55381,2022-11-02,2022-11-06,Robert Williams,Consumer,East,New Jersey,Technology,Copiers,401.75,1,0.07,60.62
ORD-37820,2021-06-21,2021-07-01,Patricia Moore,Consumer,South,North Carolina,Office Supplies,Envelopes,1817.57,6,0.29,166.05
ORD-76342,2020-12-18,2020-12-22,Sarah Rodriguez,Home Office,East,Massachusetts,Office Supplies,Paper,300.8,9,0.39,-6.5
ORD-10548,2020-08-28,2020-08-30,Sarah Harris,Corporate,East,Maryland,Office Supplies,Labels,252.94,2,0.34,11.66
ORD-37619,2023-06-29,2023-07-08,Donald Lopez,Corporate,East,Connecticut,Furniture,Tables,86.78,1,0.25,15.08
ORD-25388,2022-08-05,2022-08-11,Elizabeth Rodriguez,Consumer,East,Connecticut,Technology,Chairs,281.64,4,0.13,66.1
ORD-84571,2021-12-16,2021-12-29,Margaret Garcia,Home Office,West,Colorado,Office Supplies,Art,960.03,9,0.0,101.45
ORD-12491,2020-01-26,2020-02-02,Robert Lewis,Home Office,East,Massachusetts,Office Supplies,Labels,285.6,5,0.39,9.67
ORD-15461,2022-09-01,2022-09-15,Nancy White,Home Office,South,Virginia,Office Supplies,Paper,1672.81,6,0.26,324.75
ORD-69219,2020-02-17,2020-03-01,Susan Gonzalez,Corporate,South,Georgia,Technology,Machines,140.54,1,0.26,25.95
ORD-98662,2020-10-05,2020-10-12,Nancy Ramirez,Consumer,South,Texas,Office Supplies,Envelopes,185.61,1,0.03,48.73
ORD-93350,2022-07-09,2022-07-21,Mark Thomas,Consumer,South,Georgia,Furniture,Bookcases,1588.74,6,0.38,-29.04
ORD-98558,2022-05-13,2022-05-17,Emily Jackson,Home Office,West,California,Furniture,Furnishings,1828.06,9,0.24,485.22
ORD-53616,2021-05-23,2021-06-01,Joseph Perez,Consumer,North,Pennsylvania,Technology,Chairs,3324.32,10,0.2,542.61
ORD-57679,2021-02-03,2021-02-16,Lisa Brown,Home Office,West,Nevada,Office Supplies,Art,960.71,3,0.31,-73.78
ORD-32155,2020-11-09,2020-11-10,Sarah Sanchez,Home Office,South,Georgia,Office Supplies,Art,738.56,3,0.29,108.32
ORD-37485,2022-11-26,2022-11-27,Robert Robinson,Corporate,North,Illinois,Technology,Machines,1991.73,7,0.29,200.38
ORD-88489,2021-06-22,2021-06-28,Richard Taylor,Consumer,North,Michigan,Technology,Copiers,92.32,3,0.31,-7.21
ORD-86312,2022-11-23,2022-12-05,Ashley Taylor,Corporate,North,Ohio,Technology,Chairs,1558.25,6,0.35,-131.09
ORD-17501,2021-05-17,2021-05-24,Joshua Hernandez,Home Office,South,Texas,Office Supplies,Envelopes,623.06,7,0.46,-59.08
ORD-86188,2022-02-24,2022-03-06,William Moore,Corporate,North,Pennsylvania,Furniture,Bookcases,1940.71,9,0.27,482.07
ORD-10219,2023-10-19,2023-10-28,Jennifer Lewis,Home Office,West,California,Technology,Phones,114.23,1,0.23,26.97
ORD-36782,2023-12-12,2023-12-19,Steven Lee,Consumer,South,North Carolina,Technology,Phones,1023.72,6,0.49,-58.42
ORD-45650,2021-03-04,2021-03-17,Margaret Ramirez,Corporate,South,Texas,Furniture,Tables,1713.2,8,0.5,-116.73
ORD-83278,2021-04-03,2021-04-16,Joseph Taylor,Consumer,North,Illinois,Furniture,Bookcases,106.8,5,0.35,-1.21
ORD-71469,2023-03-13,2023-03-21,Barbara Brown,Corporate,West,Colorado,Technology,Accessories,3231.97,9,0.06,188.22
ORD-78892,2022-08-25,2022-08-30,Michael Brown,Corporate,South,Virginia,Furniture,Tables,288.33,3,0.48,1.08
ORD-50523,2022-03-04,2022-03-05,Michael Jones,Consumer,North,Pennsylvania,Technology,Chairs,99.61,2,0.24,24.57
ORD-12223,2021-09-23,2021-09-26,Dorothy Moore,Home Office,South,Florida,Office Supplies,Art,417.92,9,0.05,54.06
ORD-31857,2020-02-19,2020-02-26,Daniel Jones,Consumer,North,Ohio,Furniture,Furnishings,1502.62,8,0.08,282.96
ORD-84242,2020-07-29,2020-07-30,Mary Lewis,Home Office,East,Connecticut,Furniture,Chairs,512.54,2,0.23,48.8
ORD-52448,2020-05-11,2020-05-15,John Miller,Corporate,South,Florida,Furniture,Chairs,401.65,8,0.48,11.08
ORD-95547,2023-02-20,2023-03-06,Matthew Martin,Consumer,East,New Jersey,Furniture,Bookcases,2387.01,7,0.04,606.28
ORD-14699,2022-08-11,2022-08-19,Nancy Johnson,Consumer,West,Washington,Furniture,Bookcases,70.36,10,0.48,0.73
ORD-36830,2023-11-13,2023-11-24,Mary Brown,Corporate,South,Florida,Furniture,Bookcases,969.43,7,0.36,-49.62
ORD-18943,2020-03-14,2020-03-19,Jessica Johnson,Home Office,East,Maryland,Furniture,Furnishings,1636.02,6,0.33,68.94
ORD-23172,2021-02-27,2021-03-03,Mark Miller,Home Office,South,Texas,Technology,Machines,266.63,1,0.43,6.73
ORD-29638,2021-08-23,2021-08-24,Lisa Jackson,Corporate,East,New Jersey,Technology,Chairs,702.53,7,0.21,134.09
ORD-39136,2022-02-25,2022-03-01,Joseph Martin,Home Office,East,Maryland,Office Supplies,Paper,622.05,2,0.29,34.12
ORD-11528,2020-02-26,2020-03-10,Matthew Thomas,Home Office,East,New Jersey,Office Supplies,Paper,2114.15,6,0.02,333.26
ORD-41610,2023-08-20,2023-08-22,Joseph Jackson,Corporate,West,Arizona,Furniture,Chairs,1404.21,5,0.38,-62.45
ORD-57284,2022-11-12,2022-11-24,William Johnson,Home Office,East,Maryland,Technology,Accessories,575.64,2,0.25,160.44
ORD-12786,2020-10-14,2020-10-18,Michael Martin,Consumer,North,New York,Office Supplies,Art,2010.16,9,0.27,304.52
ORD-12073,2023-05-01,2023-05-03,Linda Robinson,Corporate,East,New Jersey,Office Supplies,Art,1085.62,10,0.46,38.58
ORD-72018,2023-07-22,2023-07-28,William Perez,Consumer,East,Maryland,Furniture,Furnishings,900.23,3,0.34,-5.32
ORD-47194,2021-02-05,2021-02-17,Kimberly Clark,Home Office,West,Arizona,Office Supplies,Labels,442.57,8,0.39,-34.82
ORD-10458,2021-06-10,2021-06-24,Matthew Sanchez,Home Office,West,California,Furniture,Tables,1329.98,6,0.11,316.56
ORD-21585,2021-06-01,2021-06-06,Mark Martinez,Consumer,West,California,Technology,Copiers,2313.18,6,0.11,325.77
ORD-58261,2021-12-28,2021-12-29,Margaret White,Home Office,North,New York,Furniture,Chairs,1972.35,10,0.18,578.83
ORD-65669,2021-06-04,2021-06-07,Anthony Lee,Corporate,South,Virginia,Office Supplies,Paper,771.91,2,0.02,43.38
ORD-78250,2020-11-22,2020-11-27,Margaret Perez,Corporate,North,Illinois,Furniture,Bookcases,327.33,5,0.22,32.58
ORD-10790,2022-06-19,2022-06-24,William Garcia,Consumer,West,California,Office Supplies,Binders,928.85,6,0.08,259.09
ORD-96604,2023-09-10,2023-09-12,Barbara Garcia,Consumer,East,New Jersey,Office Supplies,Envelopes,2603.86,9,0.01,324.94
ORD-19078,2022-10-04,2022-10-10,Mark Martin,Corporate,North,New York,Office Supplies,Paper,228.94,1,0.18,43.18
ORD-82575,2020-08-20,2020-08-28,Donna Lee,Consumer,South,Florida,Technology,Machines,909.63,2,0.01,219.05
ORD-81195,2020-12-01,2020-12-14,David Sanchez,Home Office,West,Arizona,Office Supplies,Binders,287.82,1,0.39,-16.48
ORD-46408,2022-04-17,2022-05-01,Daniel Gonzalez,Corporate,West,Arizona,Office Supplies,Labels,83.14,3,0.17,9.59
ORD-56267,2020-04-28,2020-05-10,Daniel Anderson,Home Office,North,Ohio,Furniture,Tables,164.47,1,0.44,-12.24
ORD-66613,2020-09-02,2020-09-03,Jessica Taylor,Consumer,East,Massachusetts,Furniture,Bookcases,437.09,3,0.16,23.08
ORD-34334,2023-10-09,2023-10-23,Paul Harris,Home Office,West,Arizona,Technology,Phones,325.78,2,0.43,9.17
ORD-14629,2021-12-15,2021-12-18,Richard Smith,Home Office,South,Virginia,Furniture,Bookcases,2372.08,7,0.24,553.85
ORD-80945,2021-04-05,2021-04-18,Mary Brown,Consumer,South,Virginia,Technology,Accessories,1129.64,7,0.32,-44.87
ORD-28654,2023-11-26,2023-12-08,Ashley Lewis,Consumer,North,New York,Office Supplies,Binders,38.55,2,0.29,5.34
ORD-73574,2021-08-23,2021-09-05,Emily Brown,Corporate,East,Massachusetts,Furniture,Furnishings,1024.1,5,0.12,162.32
ORD-37165,2023-02-05,2023-02-16,Nancy Wilson,Corporate,South,Texas,Technology,Accessories,1037.05,8,0.21,289.0
ORD-91911,2020-11-30,2020-12-10,Donald Miller,Corporate,South,North Carolina,Furniture,Tables,740.08,3,0.48,-19.72
ORD-15621,2021-01-25,2021-02-05,Charles Wilson,Home Office,North,Illinois,Technology,Phones,1496.39,7,0.38,69.35
ORD-44807,2020-05-08,2020-05-19,Betty Taylor,Consumer,East,Connecticut,Furniture,Furnishings,1077.8,4,0.08,190.51
ORD-60416,2023-11-24,2023-12-03,Emily Brown,Consumer,West,California,Office Supplies,Binders,424.66,8,0.4,-25.39
ORD-41161,2022-05-26,2022-06-07,Sandra Davis,Consumer,West,Arizona,Technology,Chairs,1029.73,9,0.02,70.86
ORD-44444,2021-01-29,2021-02-03,Linda Sanchez,Consumer,South,Georgia,Technology,Machines,352.89,7,0.37,-28.71
ORD-24241,2021-08-10,2021-08-18,Thomas Anderson,Corporate,South,Texas,Office Supplies,Paper,2719.99,9,0.24,291.69
ORD-55063,2021-10-01,2021-10-03,Mark Lewis,Corporate,East,Massachusetts,Office Supplies,Art,224.57,4,0.03,33.48
ORD-79965,2021-10-31,2021-11-10,Mary Smith,Consumer,West,Nevada,Furniture,Furnishings,1365.14,9,0.43,-12.75
ORD-39306,2023-01-28,2023-02-01,Donald Taylor,Consumer,North,Ohio,Technology,Accessories,723.15,2,0.2,37.92
ORD-79404,2020-04-06,2020-04-17,Robert Harris,Corporate,North,Illinois,Technology,Copiers,1224.26,3,0.14,308.03
ORD-34193,2023-02-12,2023-02-21,Thomas Thompson,Consumer,West,California,Office Supplies,Paper,3226.12,7,0.02,600.95
ORD-38512,2022-06-07,2022-06-21,Jennifer Taylor,Consumer,North,Ohio,Technology,Chairs,830.54,2,0.09,199.98
ORD-87263,2021-02-16,2021-02-25,Joseph Smith,Home Office,North,Ohio,Office Supplies,Binders,673.24,9,0.39,
ORD-95790,2020-06-14,2020-06-21,Barbara White,Corporate,West,Nevada,Office Supplies,Labels,2507.83,8,0.1,380.64
ORD-22551,2021-02-20,2021-02-24,Ashley Sanchez,Home Office,West,Washington,Technology,Chairs,400.48,9,0.05,54.6
ORD-37203,2023-09-11,2023-09-21,Robert Robinson,Consumer,East,Delaware,Technology,Chairs,589.8,3,0.04,38.85
ORD-16730,2023-08-27,2023-08-31,Dorothy Anderson,Consumer,East,New Jersey,Technology,Machines,1804.16,7,0.01,229.93
ORD-11883,2022-08-24,2022-08-27,James Hernandez,Corporate,East,Delaware,Technology,Phones,46.78,1,0.12,7.96
ORD-19769,2020-12-21,2020-12-30,Joshua Lee,Home Office,South,North Carolina,Technology,Chairs,2424.95,9,0.16,256.62
ORD-17584,2023-02-13,2023-02-16,Margaret Jackson,Consumer,West,Colorado,Furniture,Bookcases,872.15,6,0.12,224.04
ORD-65278,2023-04-23,2023-05-02,Mark Garcia,Home Office,South,Florida,Furniture,Chairs,628.41,5,0.41,18.21
ORD-21206,2021-11-28,2021-12-05,Ashley Moore,Home Office,South,Florida,Furniture,Furnishings,283.47,1,0.03,41.51
ORD-14903,2020-06-22,2020-06-27,Thomas Martinez,Home Office,North,Pennsylvania,Technology,Phones,3742.39,8,0.05,995.45
ORD-14869,2023-02-24,2023-02-28,Karen Taylor,Corporate,South,Georgia,Technology,Machines,551.47,6,0.2,89.43
ORD-94743,2023-02-13,2023-02-20,Mark Anderson,Home Office,North,Michigan,Furniture,Tables,1481.98,7,0.01,354.96
ORD-90113,2023-08-24,2023-09-04,Andrew Ramirez,Corporate,North,Pennsylvania,Office Supplies,Labels,1825.45,10,0.02,307.82
ORD-19758,2023-11-30,2023-12-07,Jessica Perez,Home Office,East,Connecticut,Office Supplies,Envelopes,1273.18,4,0.24,181.92
ORD-21222,2022-11-04,2022-11-09,Donald Thompson,Corporate,South,Georgia,Office Supplies,Envelopes,839.87,8,0.44,-66.59
ORD-89873,2021-07-20,2021-07-26,Mark Martinez,Home Office,South,North Carolina,Furniture,Tables,1048.02,5,0.27,
ORD-91194,2022-02-11,2022-02-12,James Garcia,Corporate,South,Georgia,Office Supplies,Art,699.72,6,0.42,-2.75
ORD-30369,2020-09-03,2020-09-11,Kimberly Moore,Home Office,South,Virginia,Office Supplies,Labels,412.47,2,0.46,3.5
ORD-40690,2022-06-16,2022-06-28,James Davis,Corporate,South,Florida,Technology,Accessories,1646.37,9,0.5,-156.99
ORD-38032,2022-10-02,2022-10-07,James Taylor,Consumer,South,North Carolina,Technology,Copiers,2532.57,7,0.16,136.24
ORD-64159,2020-07-27,2020-08-06,Susan Martin,Home Office,West,California,Office Supplies,Labels,330.29,4,0.34,-2.19
ORD-14230,2020-12-06,2020-12-17,Daniel Lewis,Corporate,East,Delaware,Office Supplies,Paper,456.71,1,0.03,65.48
ORD-57768,2022-01-17,2022-01-23,Elizabeth Moore,Corporate,East,Delaware,Office Supplies,Paper,352.81,2,0.49,-0.02
ORD-97770,2020-01-07,2020-01-20,Donald Miller,Corporate,West,California,Office Supplies,Art,2211.44,9,0.36,56.87
ORD-25177,2020-04-14,2020-04-24,Matthew Clark,Corporate,North,New York,Technology,Machines,779.44,2,0.2,170.32
ORD-18760,2023-09-13,2023-09-19,Mary Sanchez,Consumer,North,Michigan,Office Supplies,Envelopes,892.17,3,0.15,128.61
ORD-70689,2023-12-09,2023-12-19,Matthew Ramirez,Consumer,North,Ohio,Furniture,Tables,871.03,10,0.49,-43.67
ORD-57440,2021-06-22,2021-06-29,Barbara Wilson,Consumer,West,Colorado,Furniture,Bookcases,101.56,1,0.19,18.4
ORD-30630,2023-07-13,2023-07-18,Patricia Moore,Home Office,West,Colorado,Office Supplies,Envelopes,564.35,2,0.26,101.23
ORD-14744,2021-08-13,2021-08-15,Karen Taylor,Corporate,North,Pennsylvania,Office Supplies,Paper,428.74,8,,107.4
ORD-61162,2020-09-04,2020-09-14,William Lee,Consumer,West,Colorado,Furniture,Tables,187.11,10,0.1,39.6
ORD-48170,2021-08-25,2021-08-29,Charles Hernandez,Consumer,South,Texas,Furniture,Bookcases,1692.99,8,0.3,473.91
ORD-72319,2021-01-14,2021-01-20,Jessica Johnson,Corporate,West,Colorado,Office Supplies,Paper,2242.72,7,0.32,-107.05
ORD-79059,2021-02-09,2021-02-17,Christopher Brown,Home Office,North,Ohio,Furniture,Chairs,746.11,4,0.2,215.33
ORD-73781,2023-05-26,2023-06-01,Sarah Ramirez,Home Office,South,Florida,Technology,Chairs,946.73,10,0.19,66.17
ORD-65269,2022-08-23,2022-08-29,Mary Clark,Corporate,West,Colorado,Furniture,Tables,1184.47,10,0.15,66.3
ORD-31395,2023-01-07,2023-01-19,Matthew Clark,Home Office,East,Massachusetts,Furniture,Tables,2262.0,10,0.22,653.7
ORD-40873,2023-10-14,2023-10-21,Margaret Clark,Corporate,West,Arizona,Technology,Copiers,1863.1,9,0.3,373.8
ORD-11069,2022-11-29,2022-12-12,Karen Brown,Corporate,West,Washington,Technology,Phones,985.96,9,0.35,-92.95
ORD-91687,2021-08-07,2021-08-17,Sarah Garcia,Consumer,East,Massachusetts,Office Supplies,Envelopes,601.24,8,0.03,75.18
ORD-55034,2020-11-04,2020-11-12,Thomas Anderson,Home Office,West,California,Furniture,Bookcases,319.43,3,0.27,20.35
ORD-51629,2020-07-04,2020-07-18,Matthew Sanchez,Home Office,South,Virginia,Furniture,Bookcases,244.3,1,0.12,72.17
ORD-14061,2021-04-12,2021-04-18,Paul Thomas,Corporate,North,New York,Technology,Accessories,2749.95,8,0.23,460.4
ORD-13853,2020-08-05,2020-08-09,Charles Gonzalez,Home Office,South,Virginia,Technology,Chairs,2161.59,8,0.42,108.02
ORD-72671,2023-11-17,2023-11-30,Donald Williams,Corporate,West,Washington,Furniture,Furnishings,1505.52,9,0.2,350.45
ORD-79143,2022-04-22,2022-04-24,Susan Sanchez,Corporate,South,Florida,Technology,Machines,127.49,9,0.06,12.68
ORD-63749,2020-09-22,2020-09-27,Betty Gonzalez,Home Office,West,Arizona,Furniture,Bookcases,524.27,6,0.4,-14.17
ORD-13973,2021-10-02,2021-10-06,Andrew Lee,Corporate,East,Massachusetts,Furniture,Bookcases,385.25,6,0.14,82.13
ORD-59845,2020-12-14,2020-12-15,Dorothy Martin,Home Office,North,New York,Technology,Chairs,1011.49,4,0.45,-76.34
ORD-11199,2020-02-18,2020-03-02,Matthew Hernandez,Home Office,South,Texas,Office Supplies,Paper,158.15,1,0.14,28.65
ORD-91132,2022-05-07,2022-05-17,Susan Miller,Consumer,North,New York,Technology,Chairs,201.19,2,0.39,4.21
ORD-11911,2021-07-11,2021-07-13,Elizabeth Anderson,Corporate,West,Arizona,Technology,Accessories,2529.24,7,0.26,185.39
ORD-32879,2022-09-10,2022-09-18,Lisa Wilson,Home Office,South,Florida,Furniture,Tables,720.72,10,0.16,52.92
ORD-45094,2021-06-09,2021-06-22,Anthony Ramirez,Corporate,West,Nevada,Office Supplies,Binders,709.3,3,0.44,26.31
ORD-57710,2020-04-18,2020-04-30,John Moore,Corporate,East,New Jersey,Furniture,Tables,1594.68,5,0.03,429.83
ORD-73810,2021-05-18,2021-05-29,Thomas Lee,Consumer,West,Arizona,Furniture,Tables,2569.63,7,0.18,361.04
ORD-66293,2020-05-10,2020-05-13,Anthony Anderson,Home Office,North,Pennsylvania,Technology,Accessories,370.49,3,0.22,23.32
ORD-88904,2022-11-16,2022-11-26,Lisa Miller,Consumer,North,Ohio,Technology,Chairs,1088.34,6,0.44,25.94
ORD-54938,2023-07-13,2023-07-25,James Thomas,Corporate,South,Virginia,Technology,Machines,3298.06,9,0.04,809.81
ORD-76425,2021-08-04,2021-08-16,Robert Anderson,Corporate,East,New Jersey,Furniture,Bookcases,884.82,5,0.31,9.1
ORD-12419,2022-02-05,2022-02-17,Charles Harris,Home Office,South,Georgia,Furniture,Bookcases,719.49,5,0.21,59.56
ORD-62627,2023-06-17,2023-06-18,Emily Anderson,Home Office,West,California,Furniture,Bookcases,234.49,4,0.32,-15.06
ORD-10138,2021-04-20,2021-04-22,Joshua Sanchez,Corporate,East,Maryland,Office Supplies,Paper,1800.07,5,0.14,147.48
ORD-12152,2023-11-09,2023-11-15,Susan Brown,Corporate,North,New York,Technology,Chairs,3798.08,10,0.18,1097.49
ORD-83426,2022-10-13,2022-10-17,Robert Davis,Consumer,East,Connecticut,Technology,Phones,1306.11,5,0.32,-89.63
ORD-34403,2023-06-29,2023-07-02,Nancy Thompson,Corporate,South,Texas,Office Supplies,Art,1161.21,6,0.47,-49.48
ORD-29355,2022-10-31,2022-11-05,Mark Moore,Home Office,West,Arizona,Office Supplies,Art,944.31,4,0.42,-10.25
